N-Number,Serial Number,MFR MDL Code,Eng MFR Code,Year MFR,Type Registrant,Name,Street 1,Street2,City,State,ZIP,Region,County ,Country,Last Activity Date,Cert Issue Date,Certification Requested ,Type Aircraft,Type Engine,Status Code,Mode S Code,Fractional  Ownership,Airworthiness Date,Other Name 1,Other Name 2,Other Name 3,Other Name 4,Other Name 5,Expiration Date,Unique ID,Kit MFR Code,Kit Model,Mose S Code Hex
292JB,19000179,3260408,30023,2008,NULL,"JETBLUE AIRWAYS CORP                              ","27-01 QUEENS PLAZA NORTH         ","                                 ","LONG ISLAND CITY  ",NY,111014020,1,81,US,20140403,20080609,"1T        ",5,5,"V ",50576662," ",20080610,NULL,NULL,NULL,NULL,NULL,20170831,1008702,"    ",NULL,NULL
347AA,760287,8143006,60052,1985,NULL,"REGISTRATION PENDING                              ","10102 AILERON AVE                ","                                 ","PENSACOLA         ",FL,325068223,7,33,US,20161219,"        ","1T        ",6,3,"R ",50753520," ",20080516,NULL,NULL,NULL,NULL,NULL,"        ",30547,"    ",NULL,NULL
121AA,"                              ","       ","     ","    ",NULL,"MARTINEZ ELIANA ALVAREZ                           ","1990 LEXINGTON AVE APT 29K       ","                                 ","NEW YORK          ",NY,100352918,1,61,US,"        ","        ","          "," ","  ",5,50053552," ","        ",NULL,NULL,NULL,NULL,NULL,20161106,"        ","    ",NULL,NULL
873AA,"                              ","       ","     ","    ",NULL,"AMERICAN AIRLINES INC                             ","C/O DFPH                         ","100 N BROADWAY STE 2000          ","OKLAHOMA CITY     ",OK,73102,2,109,US,"        ","        ","          "," ","  ",5,53000574," ","        ",NULL,NULL,NULL,NULL,NULL,20161127,"        ","    ",NULL,NULL
895AA,"                              ","       ","     ","    ",NULL,"AMERICAN AIRLINES INC                             ","C/O DFPH                         ","100 N BROADWAY STE 2000          ","OKLAHOMA CITY     ",OK,731029211,2,109,US,"        ","        ","          "," ","  ",5,53053750," ","        ",NULL,NULL,NULL,NULL,NULL,20161127,"        ","    ",NULL,NULL
889AA,"                              ","       ","     ","    ",NULL,"AMERICAN AIRLINES INC                             ","C/O DFPH                         ","100 N BROADWAY STE 2000          ","OKLAHOMA CITY     ",OK,731029211,2,109,US,"        ","        ","          "," ","  ",5,53037505," ","        ",NULL,NULL,NULL,NULL,NULL,20161127,"        ","    ",NULL,NULL
903NK,7011,3940320,34550,2016,NULL,"WILMINGTON TRUST CO TRUSTEE                       ","RODNEY SQUARE NORTH              ","1100 N MARKET ST                 ","WILMINGTON        ",DE,198901100,1,3,US,20161110,20161110,"1T        ",5,5,"V ",53075607," ",20161111,NULL,NULL,NULL,NULL,NULL,20191130,1219380,"    ",NULL,NULL
859DN,31970,138488K,13078,2016,NULL,"DELTA AIR LINES INC                               ","1775 MH JACKSON SERVICE RD       ","DEPT 595 AIRCRAFT REGISTRATIONS  ","ATLANTA           ",GA,30354,7,121,US,20160512,20160512,"1T        ",5,5,"V ",52744437," ",20160506,NULL,NULL,NULL,NULL,NULL,20190531,1200630,"    ",NULL,NULL
860DN,31971,138488K,13078,2016,NULL,"DELTA AIR LINES INC                               ","DEPT 595 AIRCRAFT REGISTRATIONS  ","1775 MH JACKSON SERVICE RD       ","ATLANTA           ",GA,30354,7,121,US,20160629,20160629,"1T        ",5,5,"V ",52747457," ",20160628,NULL,NULL,NULL,NULL,NULL,20190630,1200631,"    ",NULL,NULL
858DZ,31969,138488K,13078,2016,NULL,"DELTA AIR LINES INC                               ","1775 M H JACKSON SERVICE RD      ","DEPT 595 AIRCRAFT REGISTRATIONS  ","ATLANTA           ",GA,30354,7,121,US,20160422,20160422,"1T        ",5,5,"V ",52742563," ",20160421,NULL,NULL,NULL,NULL,NULL,20190430,1200629,"    ",NULL,NULL
865DN,31976,138488K,13802,2016,NULL,"WELLS FARGO BANK NORTHWEST NA TRUSTEE             ","MAC U1228-051                    ","299 S MAIN ST FL 5               ","SALT LAKE CITY    ",UT,841112689,S,35,US,20160912,20160912,"1T        ",5,5,"V ",52760702," ",20160902,NULL,NULL,NULL,NULL,NULL,20190930,1213224,"    ",NULL,NULL
866DN,31977,138488H,13078,2016,NULL,"WELLS FARGO BANK NORTHWEST NA TRUSTEE             ","5TH FL MAC U1228-051             ","299 S MAIN ST                    ","SALT LAKE CITY    ",UT,841111919,S,35,US,20161006,20161006,"1T        ",5,5,"V ",52762571," ",20161001,NULL,NULL,NULL,NULL,NULL,20191031,1213225,"    ",NULL,NULL
606SW,27926,138447K,13802,1995,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20141007,19950829,"1T        ",5,5,"V ",51757456," ",19950721,NULL,NULL,NULL,NULL,NULL,20180228,945222,"    ",NULL,NULL
486HA,55131,1383700,54565,2001,NULL,"HAWAIIAN AIRLINES INC                             ","3375 KOAPAKA ST STE G350         ","                                 ","HONOLULU          ",HI,968191804,4,3,US,20140423,20110629,"1T        ",5,5,"V ",51377623," ",20011117,NULL,NULL,NULL,NULL,NULL,20170630,863604,"    ",NULL,NULL
785AA,"CD-413                        ",1151406,17027,1961,NULL,"NEUSCH JOSEPH                                     ","714 S ORIENT ST                  ","                                 ","FAIRMONT          ",MN,560314343,C,91,US,20161213,20040315,1,4,1,"V ",52521432," ",19611018,NULL,NULL,NULL,NULL,NULL,20200131,914930,"    ",NULL,NULL
878AA,"                              ","       ","     ","    ",NULL,"CANCELLED/NOT ASSIGNED                            ","                                 ","                                 ","                  ","  ","          "," ","   ","  ","        ","        ","          "," ","  ",5,53012017," ","        ",NULL,NULL,NULL,NULL,NULL,"        ","        ","    ",NULL,NULL
498WN,32480,1384404,13802,2005,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ 4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20160526,20050211,"1T        ",5,5,"V ",51427721," ",20050117,NULL,NULL,NULL,NULL,NULL,20190930,114009,"    ",NULL,NULL
499WN,32481,1384404,13802,2005,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20160526,20050215,"1T        ",5,5,"V ",51431610," ",20050123,NULL,NULL,NULL,NULL,NULL,20190930,114019,"    ",NULL,NULL
200WN,32482,1384404,13802,2005,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR HDQ-4GC       ","                                 ","DALLAS            ",TX,75235,2,113,US,20160526,20050217,"1T        ",5,5,"V ",50312004," ",20050124,NULL,NULL,NULL,NULL,NULL,20190930,114029,"    ",NULL,NULL
201LV,29854,1384404,13802,2005,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20160830,20050303,"1T        ",5,5,"V ",50313310," ",20050215,NULL,NULL,NULL,NULL,NULL,20191231,114039,"    ",NULL,NULL
703JB,3381,3940004,34604,2008,NULL,"JETBLUE AIRWAYS CORP                              ","27-01 QUEENS PLAZA NORTH         ","                                 ","LONG ISLAND CITY  ",NY,111014020,1,81,US,20160105,20080130,"1T        ",5,5,"V ",52260175," ",20080131,NULL,NULL,NULL,NULL,NULL,20190430,460329,"    ",NULL,NULL
305DQ,29645,1384541,13073,2008,NULL,"DELTA AIR LINES INC                               ","1775 M H JACKSON SERVICE RD      ","DEPT 595 AIRCRAFT REGISTRATION   ","ATLANTA           ",GA,303543743,7,121,US,20160408,20081230,"1T        ",5,5,"V ",50631077," ",20081216,NULL,NULL,NULL,NULL,NULL,20190630,1006516,"    ",NULL,NULL
204UA,28713,1385219,52119,1999,NULL,"UNITED AIRLINES INC                               ","ATTN: TREASURER WILLIS TOWER     ","233 S WACKER DR                  ","CHICAGO           ",IL,606067147,C,31,US,20151209,20130401,"1T        ",5,5,"V ",50321242," ",19990201,NULL,NULL,NULL,NULL,NULL,20190430,473617,"    ",NULL,NULL
7752B,33943,1384511,13043,2008,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20140819,20140819,"1T        ",5,5,"V ",52477072," ",20080317,NULL,NULL,NULL,NULL,NULL,20170831,458979,"    ",NULL,NULL
628SW,27703,138447K,13802,1996,NULL,"US BANK NA TRUSTEE                                ","300 DELAWARE AVE FL 9            ","                                 ","WILMINGTON        ",DE,198011607,1,3,US,20160831,20090306,"1T        ",5,5,"V ",52032632," ",19960528,NULL,NULL,NULL,NULL,NULL,20191231,915592,"    ",NULL,NULL
144DA,27584,1385101,52119,1999,NULL,"DELTA AIR LINES INC                               ","1775 M H JACKSON SERVICE RD      ","DEPT 595                         ","ATLANTA           ",GA,303543743,7,121,US,20140514,19990514,"1T        ",5,5,"V ",50130730," ",19990513,NULL,NULL,NULL,NULL,NULL,20170630,406551,"    ",NULL,NULL
35407,30124,13848A1,13802,2001,NULL,"UNITED AIRLINES INC                               ","ATTN: TREASURER WILLIS TOWER     ","233 S WACKER DR                  ","CHICAGO           ",IL,606067147,C,31,US,20141119,20010921,"1T        ",5,5,"V ",50773041," ",20010919,NULL,NULL,NULL,NULL,NULL,20180430,723954,"    ",NULL,NULL
3759,30815,13844CF,13802,2001,NULL,"DELTA AIR LINES INC                               ","1775 M H JACKSON SERVICE RD      ","DEPT 595 AIRCRAFT REGISTRATIONS  ","ATLANTA           ",GA,303543743,7,121,US,20160413,20011221,"1T        ",5,4,"V ",51044761," ",20011002,NULL,NULL,NULL,NULL,NULL,20190531,253735,"    ",NULL,NULL
3760C,30816,13844CF,13802,2001,NULL,"DELTA AIR LINES INC                               ","1775 M H JACKSON SERVICE RD      ","DEPT 595 AIRCRAFT REGISTRATIONS  ","ATLANTA           ",GA,303543743,7,121,US,20160413,20011226,"1T        ",5,4,"V ",51046160," ",20011003,NULL,NULL,NULL,NULL,NULL,20190531,263735,"    ",NULL,NULL
842MH,29715,1385134,30025,2001,NULL,"DELTA AIR LINES INC                               ","1775 MH JACKSON SERVICE RD       ","DEPT 595 AIRCRAFT REGISTRATIONS  ","ATLANTA           ",GA,303543743,7,121,US,20160413,20011227,"1T        ",5,4,"V ",52704142," ",20011129,NULL,NULL,NULL,NULL,NULL,20190531,923725,"    ",NULL,NULL
395AA,"                              ","       ","     ","    ",NULL,"CANCELLED/NOT ASSIGNED                            ","                                 ","                                 ","                  ","  ","          "," ","   ","  ","        ","        ","          "," ","  ",5,51112535," ","        ",NULL,NULL,NULL,NULL,NULL,"        ","        ","    ",NULL,NULL
883AS,7504,1390008,30015,2001,NULL,"EXPRESSJET AIRLINES INC                           ","ATTN: DIRECTOR - QUALITY         ","990 TOFFIE TER                   ","ATLANTA           ",GA,303541363,7,121,US,20150129,20010906,"1T        ",5,5,"V ",53024413," ",20011115,NULL,NULL,NULL,NULL,NULL,20180531,433837,"    ",NULL,NULL
943WN,36913,1384404,13074,2010,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20160830,20100331,"1T        ",5,5,"V ",53215116," ",20100303,NULL,NULL,NULL,NULL,NULL,20191231,1042918,"    ",NULL,NULL
660AA,"                              ","       ","     ","    ",NULL,"CANCELLED/NOT ASSIGNED                            ","                                 ","                                 ","                  ","  ","          "," ","   ","  ","        ","        ","          "," ","  ",5,52132072," ","        ",NULL,NULL,NULL,NULL,NULL,"        ","        ","    ",NULL,NULL
951WN,36665,1384404,13074,2010,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR HDQ 4GC       ","                                 ","DALLAS            ",TX,75235,2,113,US,20150202,20100910,"1T        ",5,5,"V ",53235137," ",20100828,NULL,NULL,NULL,NULL,NULL,20180531,1053412,"    ",NULL,NULL
908EV,7654,1390008,30015,2002,NULL,"EXPRESSJET AIRLINES INC                           ","ATTN: DIRECTOR - QUALITY         ","990 TOFFIE TER                   ","ATLANTA           ",GA,303541363,7,121,US,20140512,20020627,"1T        ",5,5,"V ",53106534," ",20020727,NULL,NULL,NULL,NULL,NULL,20170831,494094,"    ",NULL,NULL
26232,28942,13844BZ,13802,1999,NULL,"UNITED AIRLINES INC                               ","ATTN: TREASURER WILLIS TOWER     ","233 S WACKER DR                  ","CHICAGO           ",IL,606067147,C,31,US,20140218,19990625,"1T        ",5,5,"V ",50504507," ",19990624,NULL,NULL,NULL,NULL,NULL,20170731,143647,"    ",NULL,NULL
954WN,36669,1384404,13074,2011,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20161108,20110317,"1T        ",5,5,"V ",53242604," ",20110210,NULL,NULL,NULL,NULL,NULL,20200331,1059810,"    ",NULL,NULL
205WN,34010,1384404,13802,2005,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20160830,20050323,"1T        ",5,5,"V ",50323227," ",20050314,NULL,NULL,NULL,NULL,NULL,20191231,114079,"    ",NULL,NULL
207WN,34012,1384404,13802,2005,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR HDQ-4GC       ","                                 ","DALLAS            ",TX,752351908,2,113,US,20161116,20050413,"1T        ",5,5,"V ",50327005," ",20050324,NULL,NULL,NULL,NULL,NULL,20200331,114099,"    ",NULL,NULL
496CA,7791,1390008,30015,2003,NULL,"SAF CRJ-200LR MSN7791 LLC                         ","2300 W PLANO PKWY                ","                                 ","PLANO             ",TX,750758427,2,85,US,20140818,20140813,"1T        ",5,5,"V ",51423225," ",20030501,NULL,NULL,NULL,NULL,NULL,20170831,44519,"    ",NULL,NULL
169AA,"                              ","       ","     ","    ",NULL,"HEAVY METAL AIR LLC                               ","7150 REPUBLIC AIRPORT STE 101    ","                                 ","FARMINGDALE       ",NY,117353999,1,59,US,"        ","        ","          "," ","  ",5,50211436," ","        ",NULL,NULL,NULL,NULL,NULL,20170910,"        ","    ",NULL,NULL
211WN,34163,1384404,13802,2005,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20140224,20050510,"1T        ",5,5,"V ",50337472," ",20050429,NULL,NULL,NULL,NULL,NULL,20170630,114139,"    ",NULL,NULL
296WN,36613,1384404,13044,2007,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20150727,20071114,"1T        ",5,5,"V ",50606705," ",20071022,NULL,NULL,NULL,NULL,NULL,20181130,369239,"    ",NULL,NULL
857AA,"550-0901                      ",2076604,52153,2000,NULL,"REGISTRATION PENDING                              ","1414 S MILITARY HWY              ","                                 ","CHESAPEAKE        ",VA,233202604,1,550,US,20160930,"        ","1T        ",5,5,"R ",52740532," ",20000125,NULL,NULL,NULL,NULL,NULL,"        ",115922,"    ",NULL,NULL
3763D,29629,13844CF,13802,2001,NULL,"DELTA AIR LINES INC                               ","1775 M H JACKSON SERVICE RD      ","DEPT 595 AIRCRAFT REGISTRATIONS  ","ATLANTA           ",GA,303543743,7,121,US,20160413,20011220,"1T        ",5,4,"V ",51046332," ",20011115,NULL,NULL,NULL,NULL,NULL,20190531,293735,"    ",NULL,NULL
69059,29454,1385270,30025,2002,NULL,"UNITED AIRLINES INC                               ","ATTN: TREASURER WILLIS TOWER     ","233 S WACKER DR                  ","CHICAGO           ",IL,606067147,C,31,US,20160311,20020213,"1T        ",5,4,"V ",52226737," ",20020211,NULL,NULL,NULL,NULL,NULL,20190831,854027,"    ",NULL,NULL
16541,145542,3260212,54571,2001,NULL,"WELLS FARGO BANK NORTHWEST NA TRUSTEE             ","MAC U1228-51                     ","299 S MAIN ST FL 5               ","SALT LAKE CITY    ",UT,841112689,S,35,US,20150129,20020530,"1T        ",5,5,25,50203477," ",20011214,NULL,NULL,NULL,NULL,NULL,20170430,853977,"    ",NULL,NULL
505NK,2485,3940015,34601,2005,NULL,"WILMINGTON TRUST CO TRUSTEE                       ","1100 N MARKET ST                 ","                                 ","WILMINGTON        ",DE,198901100,1,3,US,20151030,20130207,"1T        ",5,5,"V ",51446671," ",20050622,NULL,NULL,NULL,NULL,NULL,20190228,184569,"    ",NULL,NULL
37422,31620,13848A3,13045,2008,NULL,"UNITED AIRLINES INC                               ","ATTN: TREASURER - WILLIS TOWER   ","233 S WACKER DR                  ","CHICAGO           ",IL,606067147,C,31,US,20161116,20080522,"1T        ",5,5,"V ",51042540," ",20080520,NULL,NULL,NULL,NULL,NULL,20200430,445159,"    ",NULL,NULL
750SA,29802,1384404,13802,1999,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20150408,19991025,"1T        ",5,5,"V ",52415632," ",19990908,NULL,NULL,NULL,NULL,NULL,20180831,23796,"    ",NULL,NULL
568AS,35183,1384527,13046,2007,NULL,"ALASKA AIRLINES INC                               ","C/O LEGAL DEPT - SEAZL           ","19300 INTERNATIONAL BLVD         ","SEATTLE           ",WA,98188,S,33,US,20160111,20070130,"1T        ",5,5,"V ",51642263," ",20070125,NULL,NULL,NULL,NULL,NULL,20190531,242149,"    ",NULL,NULL
14214,28774,13844BZ,13802,1998,NULL,"WELLS FARGO BANK NORTHWEST NA TRUSTEE             ","MAC U1228-51                     ","299 S MAIN ST FL 5               ","SALT LAKE CITY    ",UT,841112689,S,35,US,20150129,19980727,"1T        ",5,5,"V ",50126266," ",19980723,NULL,NULL,NULL,NULL,NULL,20171130,76971,"    ",NULL,NULL
13566,145622,3260212,54571,2002,NULL,"WELLS FARGO BANK NORTHWEST NA TRUSTEE             ","299 S MAIN ST 5TH FLOOR          ","MAC U1228-51                     ","SALT LAKE CITY    ",UT,84111,S,35,US,20150129,20020823,"1T        ",5,5,"V ",50110415," ",20020803,NULL,NULL,NULL,NULL,NULL,20180131,834197,"    ",NULL,NULL
700GS,27835,1384404,13802,1997,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20160830,19980309,"1T        ",5,5,"V ",52252465," ",19971217,NULL,NULL,NULL,NULL,NULL,20191231,176171,"    ",NULL,NULL
57869,32593,1384931,54555,2002,NULL,"WELLS FARGO BANK NORTHWEST NA TRUSTEE             ","MAC: U1228-51                    ","299 S MAIN ST FL 5               ","SALT LAKE CITY    ",UT,841112689,S,35,US,20150130,20020916,"1T        ",5,4,"V ",51667555," ",20020831,NULL,NULL,NULL,NULL,NULL,20180531,654047,"    ",NULL,NULL
